id,cost
1,14.6614017912264
2,14.6061467463401
3,14.4403816116813
4,14.1641063872497
5,13.3352807139552
6,11.953904591798
7,9.1911523474833
8,0.902895614538984
9,13.1828039944245
10,13.1275489495383
11,12.9617838148794
12,12.6855085904478
13,11.8566829171534
14,10.4753067949961
15,7.71255455068143
16,0
17,14.1702948852359
18,14.1150398403496
19,13.9492747056908
20,13.6729994812592
21,12.8441738079647
22,11.4627976858075
23,8.70004544149282
24,0.411788708548496
25,14.6614017912264
26,14.6061467463401
27,14.4403816116813
28,14.1641063872497
29,13.3352807139552
30,11.953904591798
31,9.1911523474833
32,0.902895614538984
33,14.1222388837415
34,14.0669838388552
35,13.9012187041963
36,13.6249434797647
37,12.7961178064703
38,11.414741684313
39,8.65198943999835
40,0.363732707054028
41,24.23635624191
42,23.6831756374556
43,12.744366159651
44,13.8951421580257
45,13.8398871131394
46,13.6741219784806
47,13.397846754049
48,12.5690210807545
49,11.1876449585973
50,8.42489271428259
51,0.136635981338276
52,24.8611221599772
53,24.7506120702047
54,24.6401019804321
55,18.7840468119266
56,21.1208549371605
57,25.0197364587204
58,22.7539407086398
59,22.6434306188673
60,22.3671553944356
61,22.0908801700042
62,21.5383297211412
63,14.1702948852359
64,14.1150398403496
65,13.9492747056908
66,13.6729994812592
67,12.8441738079647
68,11.4627976858075
69,8.70004544149282
70,0.411788708548496
71,17.3352189142863
72,17.0589436898547
73,16.7826684654233
74,16.5063932409919
75,24.8963592171523
76,13.8549923594575
77,13.7997373145712
78,13.6339721799124
79,13.3576969554807
80,12.5288712821863
81,11.1474951600291
82,8.38474291571436
83,0.0964861827700456
84,22.7836158874436
85,15.4239705432358
86,15.258205408577
87,15.0924402739179
88,14.9266751392591
89,12.893147641398
90,12.8378925965117
91,12.6721274618528
92,12.3958522374212
93,11.5670265641268
94,10.1856504419695
95,7.42289819765484
96,0
97,21.5618559229167
98,14.5198723261581
99,14.4646172812718
100,14.298852146613
101,14.0225769221814
102,13.1937512488869
103,11.8123751267297
104,9.049622882415
105,0.761366149470685
106,12.893147641398
107,12.8378925965117
108,12.6721274618528
109,12.3958522374212
110,11.5670265641268
111,10.1856504419695
112,7.42289819765484
113,0
114,18.1970071544561
115,21.747328821474
116,15.3818244711327
117,15.3265694262464
118,15.2713143813601
119,15.2160593364739
120,24.2453455608045
121,24.1900905159182
122,24.1348354710319
123,24.0243253812593
124,14.9747438960416
125,14.9194888511553
126,14.7537237164965
127,14.4774484920648
128,13.6486228187704
129,12.2672466966132
130,9.50449445229848
131,17.0236223290367
132,16.4573613145563
133,16.3468512247837
134,16.2363411350112
135,16.1258310452384
136,17.09027051958
137,15.7077468145581
138,15.4314715901267
139,15.1551963656953
140,14.8789211412637
141,25.9065832884098
142,12.893147641398
143,12.8378925965117
144,12.6721274618528
145,12.3958522374212
146,11.5670265641268
147,10.1856504419695
148,7.42289819765484
149,0
150,22.0705076325046
151,14.0908426290487
152,14.0355875841624
153,13.8698224495035
154,13.5935472250719
155,12.7647215517775
156,11.3833454296202
157,8.62059318530554
158,0.332336452361226
159,29.6199089109508
160,29.5646538660645
161,29.5093988211782
162,29.4541437762919
163,29.3988887314057
164,29.122613506974
165,28.2937878336796
166,26.9124117115224
167,12.8926652229682
168,12.8374101780819
169,12.671645043423
170,12.3953698189914
171,11.566544145697
172,10.1851680235398
173,7.42241577922506
174,0
175,16.0717313545639
176,15.7954561301323
177,14.9666304568378
178,18.7700496275231
179,14.8480864857302
180,14.6181666024793
181,16.6249697778532
182,16.5144596880806
183,16.4039495983081
184,16.1276743738764
185,13.3697509215722
186,13.3144958766859
187,13.148730742027
188,12.8724555175954
189,12.043629844301
190,10.6622537221437
191,7.89950147782904
192,0
193,13.5959024640429
194,15.3392083976943
195,13.8148425608893
196,13.759587516003
197,13.5938223813442
198,13.3175471569126
199,12.4887214836181
200,11.1073453614609
201,8.34459311714619
202,0.056336384201872
203,13.8148425608893
204,13.759587516003
205,13.5938223813442
206,13.3175471569126
207,12.4887214836181
208,11.1073453614609
209,8.34459311714619
210,0.056336384201872
211,14.1222388837415
212,14.0669838388552
213,13.9012187041963
214,13.6249434797647
215,12.7961178064703
216,11.414741684313
217,8.65198943999835
218,0.363732707054028
219,13.8148425608893
220,13.759587516003
221,13.5938223813442
222,13.3175471569126
223,12.4887214836181
224,11.1073453614609
225,8.34459311714619
226,0.056336384201872
227,13.8148425608893
228,13.759587516003
229,13.5938223813442
230,13.3175471569126
231,12.4887214836181
232,11.1073453614609
233,8.34459311714619
234,0.056336384201872
235,13.8148425608893
236,13.759587516003
237,13.5938223813442
238,13.3175471569126
239,12.4887214836181
240,11.1073453614609
241,8.34459311714619
242,0.056336384201872
243,13.9231478206705
244,13.8126377308979
245,13.7021276411251
246,13.5916175513525
247,12.893147641398
248,12.8378925965117
249,12.6721274618528
250,12.3958522374212
